,Diffuse irradiance|W/m2,Global horizontal irradiance|W/m2,Beam irradiance|W/m2,Plane of array irradiance|W/m2
"Jul 24, 06:00 am",56,64,46,47.3136
"Jul 24, 07:00 am",106,300,483,208.248
"Jul 24, 08:00 am",148,497,630,438.896
"Jul 24, 09:00 am",180,696,715,660.233
"Jul 24, 10:00 am",210,865,759,842.862
"Jul 24, 11:00 am",302,961,704,959.296
"Jul 24, 12:00 pm",357,903,561,904.138
"Jul 24, 01:00 pm",371,915,573,910.646
"Jul 24, 02:00 pm",478,790,367,772.532
"Jul 24, 03:00 pm",345,453,142,422.353
"Jul 24, 04:00 pm",290,434,246,387.213
"Jul 24, 05:00 pm",150,289,348,227.709
"Jul 24, 06:00 pm",84,100,82,69.0086
"Jul 24, 07:00 pm",5,5,0,4.43486
"Jul 24, 08:00 pm",0,0,0,0
"Jul 24, 09:00 pm",0,0,0,0
"Jul 24, 10:00 pm",0,0,0,0
"Jul 24, 11:00 pm",0,0,0,0
"Jul 25, 12:00 am",0,0,0,0
"Jul 25, 01:00 am",0,0,0,0
"Jul 25, 02:00 am",0,0,0,0
"Jul 25, 03:00 am",0,0,0,0
"Jul 25, 04:00 am",0,0,0,0
"Jul 25, 05:00 am",10,11,5,9.19335
"Jul 25, 06:00 am",54,89,250,40.9702
"Jul 25, 07:00 am",96,289,528,212.217
"Jul 25, 08:00 am",133,511,671,444.657
"Jul 25, 09:00 am",161,727,751,666.976
"Jul 25, 10:00 am",180,882,798,843.573
"Jul 25, 11:00 am",191,984,824,959.929
"Jul 25, 12:00 pm",195,1033,834,1004.66
"Jul 25, 01:00 pm",192,1002,829,973.781
"Jul 25, 02:00 pm",182,919,811,871.974
"Jul 25, 03:00 pm",165,762,769,704.414
"Jul 25, 04:00 pm",138,563,697,485.514
"Jul 25, 05:00 pm",102,342,564,248.053
"Jul 25, 06:00 pm",60,116,311,53.9179
"Jul 25, 07:00 pm",15,17,16,13.4235
"Jul 25, 08:00 pm",0,0,0,0
"Jul 25, 09:00 pm",0,0,0,0
"Jul 25, 10:00 pm",0,0,0,0
"Jul 25, 11:00 pm",0,0,0,0
"Jul 26, 12:00 am",0,0,0,0
"Jul 26, 01:00 am",0,0,0,0
"Jul 26, 02:00 am",0,0,0,0
"Jul 26, 03:00 am",0,0,0,0
"Jul 26, 04:00 am",0,0,0,0
"Jul 26, 05:00 am",4,5,0,3.67734
"Jul 26, 06:00 am",47,47,5,41.154
"Jul 26, 07:00 am",155,230,202,182.88
"Jul 26, 08:00 am",215,496,499,436.461
"Jul 26, 09:00 am",196,683,670,646.907
"Jul 26, 10:00 am",235,856,722,838.349
"Jul 26, 11:00 am",333,886,585,881.619
"Jul 26, 12:00 pm",472,793,331,787.713
"Jul 26, 01:00 pm",397,809,434,807.542
"Jul 26, 02:00 pm",220,901,779,886.801
"Jul 26, 03:00 pm",183,736,732,696.905
"Jul 26, 04:00 pm",158,533,632,472.289
"Jul 26, 05:00 pm",114,320,497,238.733
"Jul 26, 06:00 pm",75,104,146,62.8704
"Jul 26, 07:00 pm",13,14,3,11.5798
"Jul 26, 08:00 pm",0,0,0,0
"Jul 26, 09:00 pm",0,0,0,0
"Jul 26, 10:00 pm",0,0,0,0
"Jul 26, 11:00 pm",0,0,0,0
"Jul 27, 12:00 am",0,0,0,0
"Jul 27, 01:00 am",0,0,0,0
"Jul 27, 02:00 am",0,0,0,0
"Jul 27, 03:00 am",0,0,0,0
"Jul 27, 04:00 am",0,0,0,0
"Jul 27, 05:00 am",5,5,2,4.59668
"Jul 27, 06:00 am",73,77,20,58.1812
"Jul 27, 07:00 am",174,168,1,151.034
"Jul 27, 08:00 am",166,501,587,436.982
"Jul 27, 09:00 am",153,659,701,627.595
"Jul 27, 10:00 am",334,712,440,698.01
"Jul 27, 11:00 am",332,821,524,825.399
"Jul 27, 12:00 pm",272,986,739,997.684
"Jul 27, 01:00 pm",165,984,864,983.224
"Jul 27, 02:00 pm",145,884,845,867.379
"Jul 27, 03:00 pm",135,730,793,693.004
"Jul 27, 04:00 pm",116,566,750,492.451
"Jul 27, 05:00 pm",123,233,273,184.775
"Jul 27, 06:00 pm",75,108,171,63.4976
"Jul 27, 07:00 pm",22,25,27,18.2427
"Jul 27, 08:00 pm",0,0,0,0
"Jul 27, 09:00 pm",0,0,0,0
"Jul 27, 10:00 pm",0,0,0,0
"Jul 27, 11:00 pm",0,0,0,0
"Jul 28, 12:00 am",0,0,0,0
"Jul 28, 01:00 am",0,0,0,0
"Jul 28, 02:00 am",0,0,0,0
"Jul 28, 03:00 am",0,0,0,0
"Jul 28, 04:00 am",0,0,0,0
"Jul 28, 05:00 am",6,6,1,5.51601
"Jul 28, 06:00 am",61,86,146,47.7438
"Jul 28, 07:00 am",119,248,401,201.284
"Jul 28, 08:00 am",171,488,559,426.126
"Jul 28, 09:00 am",210,696,657,652.993
"Jul 28, 10:00 am",237,840,711,833.469
"Jul 28, 11:00 am",253,929,742,953.978
"Jul 28, 12:00 pm",258,1002,755,1001.18
"Jul 28, 01:00 pm",254,964,748,968.353
"Jul 28, 02:00 pm",240,886,722,860.043
"Jul 28, 03:00 pm",229,747,676,702.641
"Jul 28, 04:00 pm",292,489,336,439.516
"Jul 28, 05:00 pm",195,202,73,189.508
"Jul 28, 06:00 pm",65,72,37,55.7957
"Jul 28, 07:00 pm",7,6,0,6.21571
"Jul 28, 08:00 pm",0,0,0,0
"Jul 28, 09:00 pm",0,0,0,0
"Jul 28, 10:00 pm",0,0,0,0
"Jul 28, 11:00 pm",0,0,0,0
"Jul 29, 12:00 am",0,0,0,0
"Jul 29, 01:00 am",0,0,0,0
"Jul 29, 02:00 am",0,0,0,0
"Jul 29, 03:00 am",0,0,0,0
"Jul 29, 04:00 am",0,0,0,0
"Jul 29, 05:00 am",10,13,2,9.19335
"Jul 29, 06:00 am",69,71,15,56.9281
"Jul 29, 07:00 am",128,252,309,186.652
"Jul 29, 08:00 am",265,419,275,374.368
"Jul 29, 09:00 am",179,691,710,660.477
"Jul 29, 10:00 am",323,801,556,785.605
"Jul 29, 11:00 am",379,880,540,887.048
"Jul 29, 12:00 pm",230,942,752,972.541
"Jul 29, 01:00 pm",317,901,617,905.5
"Jul 29, 02:00 pm",181,888,803,868.882
"Jul 29, 03:00 pm",163,729,759,699.246
"Jul 29, 04:00 pm",136,537,690,482.643
"Jul 29, 05:00 pm",105,321,539,245.256
"Jul 29, 06:00 pm",67,104,186,57.979
"Jul 29, 07:00 pm",13,14,8,11.7414
"Jul 29, 08:00 pm",0,0,0,0
"Jul 29, 09:00 pm",0,0,0,0
"Jul 29, 10:00 pm",0,0,0,0
"Jul 29, 11:00 pm",0,0,0,0
"Jul 30, 12:00 am",0,0,0,0
"Jul 30, 01:00 am",0,0,0,0
"Jul 30, 02:00 am",0,0,0,0
"Jul 30, 03:00 am",0,0,0,0
"Jul 30, 04:00 am",0,0,0,0
"Jul 30, 05:00 am",8,9,4,7.35468
"Jul 30, 06:00 am",63,76,74,50.3322
"Jul 30, 07:00 am",164,206,113,169.897
"Jul 30, 08:00 am",219,320,178,284.81
"Jul 30, 09:00 am",255,657,550,622.172
"Jul 30, 10:00 am",367,741,414,709.816
"Jul 30, 11:00 am",256,371,120,360.719
"Jul 30, 12:00 pm",286,422,141,416.242
"Jul 30, 01:00 pm",318,401,85,389.736
"Jul 30, 02:00 pm",379,669,332,654.115
"Jul 30, 03:00 pm",256,724,622,689.454
"Jul 30, 04:00 pm",254,436,309,392.761
"Jul 30, 05:00 pm",170,315,365,250.871
"Jul 30, 06:00 pm",83,91,40,67.9961
"Jul 30, 07:00 pm",8,8,1,7.10879
"Jul 30, 08:00 pm",0,0,0,0
"Jul 30, 09:00 pm",0,0,0,0
"Jul 30, 10:00 pm",0,0,0,0
"Jul 30, 11:00 pm",0,0,0,0
"Jul 31, 12:00 am",0,0,0,0
"Jul 31, 01:00 am",0,0,0,0
"Jul 31, 02:00 am",0,0,0,0
"Jul 31, 03:00 am",0,0,0,0
"Jul 31, 04:00 am",0,0,0,0
"Jul 31, 05:00 am",6,6,0,5.51601
"Jul 31, 06:00 am",56,58,11,47.6224
"Jul 31, 07:00 am",122,135,34,115.729
"Jul 31, 08:00 am",214,341,220,303.61
"Jul 31, 09:00 am",341,463,167,433.458
"Jul 31, 10:00 am",406,562,186,544.26
"Jul 31, 11:00 am",471,591,130,579.469
"Jul 31, 12:00 pm",532,695,182,697.171
"Jul 31, 01:00 pm",154,933,828,943.978
"Jul 31, 02:00 pm",145,864,836,864.338
"Jul 31, 03:00 pm",133,743,817,711.327
"Jul 31, 04:00 pm",168,507,589,462.813
"Jul 31, 05:00 pm",128,295,424,232.473
"Jul 31, 06:00 pm",81,111,156,67.2942
"Jul 31, 07:00 pm",17,17,1,14.8808
"Jul 31, 08:00 pm",0,0,0,0
"Jul 31, 09:00 pm",0,0,0,0
"Jul 31, 10:00 pm",0,0,0,0
"Jul 31, 11:00 pm",0,0,0,0
"Aug 1, 12:00 am",0,0,0,0
"Aug 1, 01:00 am",0,0,0,0
"Aug 1, 02:00 am",0,0,0,0
"Aug 1, 03:00 am",0,0,0,0
"Aug 1, 04:00 am",0,0,0,0
"Aug 1, 05:00 am",6,10,37,5.51601
"Aug 1, 06:00 am",31,105,474,25.7457
"Aug 1, 07:00 am",52,316,730,224.116
"Aug 1, 08:00 am",71,536,840,470.972
"Aug 1, 09:00 am",87,732,896,696.334
"Aug 1, 10:00 am",97,887,929,874.649
"Aug 1, 11:00 am",104,988,948,992.222
"Aug 1, 12:00 pm",106,1025,954,1034.99
"Aug 1, 01:00 pm",104,1002,954,1006.73
"Aug 1, 02:00 pm",99,909,936,899.516
"Aug 1, 03:00 pm",89,764,910,731.366
"Aug 1, 04:00 pm",74,571,856,508.806
"Aug 1, 05:00 pm",55,351,756,260.511
"Aug 1, 06:00 pm",34,134,535,40.6551
"Aug 1, 07:00 pm",11,19,75,8.62563
"Aug 1, 08:00 pm",0,0,0,0
"Aug 1, 09:00 pm",0,0,0,0
"Aug 1, 10:00 pm",0,0,0,0
"Aug 1, 11:00 pm",0,0,0,0
"Aug 2, 12:00 am",0,0,0,0
"Aug 2, 01:00 am",0,0,0,0
"Aug 2, 02:00 am",0,0,0,0
"Aug 2, 03:00 am",0,0,0,0
"Aug 2, 04:00 am",0,0,0,0
"Aug 2, 05:00 am",6,6,0,5.51601
"Aug 2, 06:00 am",54,76,141,42.6299
"Aug 2, 07:00 am",110,264,428,201.817
"Aug 2, 08:00 am",159,485,591,436.922
"Aug 2, 09:00 am",196,687,683,662.907
"Aug 2, 10:00 am",221,845,736,845.789
"Aug 2, 11:00 am",235,949,766,966.584
"Aug 2, 12:00 pm",240,985,774,1009.96
"Aug 2, 01:00 pm",236,959,769,978.031
"Aug 2, 02:00 pm",224,864,742,867.958
"Aug 2, 03:00 pm",200,715,695,693.723
"Aug 2, 04:00 pm",165,517,608,470.87
"Aug 2, 05:00 pm",118,297,459,233.734
"Aug 2, 06:00 pm",63,99,191,54.9226
"Aug 2, 07:00 pm",12,13,3,11.032
"Aug 2, 08:00 pm",0,0,0,0
"Aug 2, 09:00 pm",0,0,0,0
"Aug 2, 10:00 pm",0,0,0,0
"Aug 2, 11:00 pm",0,0,0,0
"Aug 3, 12:00 am",0,0,0,0
"Aug 3, 01:00 am",0,0,0,0
"Aug 3, 02:00 am",0,0,0,0
"Aug 3, 03:00 am",0,0,0,0
"Aug 3, 04:00 am",0,0,0,0
"Aug 3, 05:00 am",5,6,13,4.59668
"Aug 3, 06:00 am",39,93,361,30.3414
"Aug 3, 07:00 am",67,300,652,218.897
"Aug 3, 08:00 am",93,522,781,466.21
"Aug 3, 09:00 am",112,719,845,691.39
"Aug 3, 10:00 am",126,873,882,866.481
"Aug 3, 11:00 am",134,973,903,982.152
"Aug 3, 12:00 pm",137,1011,909,1024.02
"Aug 3, 01:00 pm",135,983,904,992.199
"Aug 3, 02:00 pm",128,895,890,890.801
"Aug 3, 03:00 pm",115,749,858,721.862
"Aug 3, 04:00 pm",96,556,796,501.281
"Aug 3, 05:00 pm",71,333,676,254.284
"Aug 3, 06:00 pm",43,120,421,43.3394
"Aug 3, 07:00 pm",11,15,32,10.1127
"Aug 3, 08:00 pm",0,0,0,0
"Aug 3, 09:00 pm",0,0,0,0
"Aug 3, 10:00 pm",0,0,0,0
"Aug 3, 11:00 pm",0,0,0,0
"Aug 4, 12:00 am",0,0,0,0
"Aug 4, 01:00 am",0,0,0,0
"Aug 4, 02:00 am",0,0,0,0
"Aug 4, 03:00 am",0,0,0,0
"Aug 4, 04:00 am",0,0,0,0
"Aug 4, 05:00 am",4,6,15,3.67734
"Aug 4, 06:00 am",38,93,367,29.561
"Aug 4, 07:00 am",66,299,653,218.8
"Aug 4, 08:00 am",92,519,778,464.742
"Aug 4, 09:00 am",105,715,851,687.047
"Aug 4, 10:00 am",118,869,888,865.164
"Aug 4, 11:00 am",125,966,905,976.901
"Aug 4, 12:00 pm",128,1006,915,1022.79
"Aug 4, 01:00 pm",126,980,911,991.543
"Aug 4, 02:00 pm",119,889,894,886.618
"Aug 4, 03:00 pm",107,741,859,715.6
"Aug 4, 04:00 pm",90,548,798,496.822
"Aug 4, 05:00 pm",113,328,560,259.7
"Aug 4, 06:00 pm",72,91,108,60.459
"Aug 4, 07:00 pm",11,11,0,10.1127
"Aug 4, 08:00 pm",0,0,0,0
"Aug 4, 09:00 pm",0,0,0,0
"Aug 4, 10:00 pm",0,0,0,0
"Aug 4, 11:00 pm",0,0,0,0
"Aug 5, 12:00 am",0,0,0,0
"Aug 5, 01:00 am",0,0,0,0
"Aug 5, 02:00 am",0,0,0,0
"Aug 5, 03:00 am",0,0,0,0
"Aug 5, 04:00 am",0,0,0,0
"Aug 5, 05:00 am",1,1,1,0.919335
"Aug 5, 06:00 am",41,42,9,35.9882
"Aug 5, 07:00 am",88,90,4,79.2589
"Aug 5, 08:00 am",205,211,11,188.868
"Aug 5, 09:00 am",291,351,84,326.722
"Aug 5, 10:00 am",346,457,131,444.005
"Aug 5, 11:00 am",375,937,606,954.615
"Aug 5, 12:00 pm",282,913,658,941.971
"Aug 5, 01:00 pm",178,959,835,981.271
"Aug 5, 02:00 pm",173,820,754,827.654
"Aug 5, 03:00 pm",157,716,761,701.062
"Aug 5, 04:00 pm",155,508,617,467.538
"Aug 5, 05:00 pm",122,293,448,234.741
"Aug 5, 06:00 pm",69,95,144,57.9526
"Aug 5, 07:00 pm",10,10,3,9.19335
"Aug 5, 08:00 pm",0,0,0,0
"Aug 5, 09:00 pm",0,0,0,0
"Aug 5, 10:00 pm",0,0,0,0
"Aug 5, 11:00 pm",0,0,0,0
"Aug 6, 12:00 am",0,0,0,0
"Aug 6, 01:00 am",0,0,0,0
"Aug 6, 02:00 am",0,0,0,0
"Aug 6, 03:00 am",0,0,0,0
"Aug 6, 04:00 am",0,0,0,0
"Aug 6, 05:00 am",5,5,2,4.59668
"Aug 6, 06:00 am",45,64,130,35.9847
"Aug 6, 07:00 am",121,266,413,209.803
"Aug 6, 08:00 am",153,435,517,396.376
"Aug 6, 09:00 am",189,668,672,653.526
"Aug 6, 10:00 am",164,803,757,809.628
"Aug 6, 11:00 am",210,798,635,825.002
"Aug 6, 12:00 pm",148,947,834,965.653
"Aug 6, 01:00 pm",155,978,881,993.212
"Aug 6, 02:00 pm",130,832,819,835.245
"Aug 6, 03:00 pm",109,698,804,683.438
"Aug 6, 04:00 pm",104,549,778,501.233
"Aug 6, 05:00 pm",110,289,470,230.185
"Aug 6, 06:00 pm",64,104,231,56.1165
"Aug 6, 07:00 pm",10,11,11,9.19335
"Aug 6, 08:00 pm",0,0,0,0
"Aug 6, 09:00 pm",0,0,0,0
"Aug 6, 10:00 pm",0,0,0,0
"Aug 6, 11:00 pm",0,0,0,0
"Aug 7, 12:00 am",0,0,0,0
"Aug 7, 01:00 am",0,0,0,0
"Aug 7, 02:00 am",0,0,0,0
"Aug 7, 03:00 am",0,0,0,0
"Aug 7, 04:00 am",0,0,0,0
"Aug 7, 05:00 am",1,1,0,0.919335
"Aug 7, 06:00 am",50,61,76,40.9094
"Aug 7, 07:00 am",104,236,378,186.933
"Aug 7, 08:00 am",163,462,551,422.767
"Aug 7, 09:00 am",185,676,691,663.896
"Aug 7, 10:00 am",208,829,738,841.959
"Aug 7, 11:00 am",222,932,768,963.348
"Aug 7, 12:00 pm",227,978,786,1016.42
"Aug 7, 01:00 pm",223,950,779,981.562
"Aug 7, 02:00 pm",314,853,630,861.697
"Aug 7, 03:00 pm",295,522,310,506.235
"Aug 7, 04:00 pm",349,452,182,413.653
"Aug 7, 05:00 pm",155,175,54,151.862
"Aug 7, 06:00 pm",53,55,8,46.0669
"Aug 7, 07:00 pm",7,7,0,6.43535
"Aug 7, 08:00 pm",0,0,0,0
"Aug 7, 09:00 pm",0,0,0,0
"Aug 7, 10:00 pm",0,0,0,0
"Aug 7, 11:00 pm",0,0,0,0
"Aug 8, 12:00 am",0,0,0,0
"Aug 8, 01:00 am",0,0,0,0
"Aug 8, 02:00 am",0,0,0,0
"Aug 8, 03:00 am",0,0,0,0
"Aug 8, 04:00 am",0,0,0,0
"Aug 8, 05:00 am",3,5,13,2.75801
"Aug 8, 06:00 am",33,87,379,25.5458
"Aug 8, 07:00 am",59,290,665,219.54
"Aug 8, 08:00 am",81,512,794,465.551
"Aug 8, 09:00 am",99,708,857,690.251
"Aug 8, 10:00 am",112,865,896,871.75
"Aug 8, 11:00 am",119,966,917,988.412
"Aug 8, 12:00 pm",122,1005,925,1032.71
"Aug 8, 01:00 pm",119,982,926,1004.21
"Aug 8, 02:00 pm",125,886,891,893.98
"Aug 8, 03:00 pm",144,675,729,667.842
"Aug 8, 04:00 pm",150,483,589,449.909
"Aug 8, 05:00 pm",150,290,374,237.629
"Aug 8, 06:00 pm",63,70,41,53.1877
"Aug 8, 07:00 pm",5,5,1,4.59668
"Aug 8, 08:00 pm",0,0,0,0
"Aug 8, 09:00 pm",0,0,0,0
"Aug 8, 10:00 pm",0,0,0,0
"Aug 8, 11:00 pm",0,0,0,0
"Aug 9, 12:00 am",0,0,0,0
"Aug 9, 01:00 am",0,0,0,0
"Aug 9, 02:00 am",0,0,0,0
"Aug 9, 03:00 am",0,0,0,0
"Aug 9, 04:00 am",0,0,0,0
"Aug 9, 05:00 am",1,1,4,0.919335
"Aug 9, 06:00 am",52,84,232,40.0862
"Aug 9, 07:00 am",106,274,486,216.044
"Aug 9, 08:00 am",165,477,578,439.418
"Aug 9, 09:00 am",225,623,561,612.179
"Aug 9, 10:00 am",300,631,395,642.043
"Aug 9, 11:00 am",209,921,772,957.279
"Aug 9, 12:00 pm",162,962,839,999.767
"Aug 9, 01:00 pm",118,968,915,994.06
"Aug 9, 02:00 pm",111,886,910,897.554
"Aug 9, 03:00 pm",99,736,876,723.072
"Aug 9, 04:00 pm",83,542,816,500.657
"Aug 9, 05:00 pm",85,294,562,234.893
"Aug 9, 06:00 pm",60,87,165,51.3002
"Aug 9, 07:00 pm",7,8,9,6.43535
"Aug 9, 08:00 pm",0,0,0,0
"Aug 9, 09:00 pm",0,0,0,0
"Aug 9, 10:00 pm",0,0,0,0
"Aug 9, 11:00 pm",0,0,0,0
"Aug 10, 12:00 am",0,0,0,0
"Aug 10, 01:00 am",0,0,0,0
"Aug 10, 02:00 am",0,0,0,0
"Aug 10, 03:00 am",0,0,0,0
"Aug 10, 04:00 am",0,0,0,0
"Aug 10, 05:00 am",2,2,3,1.83867
"Aug 10, 06:00 am",39,77,275,30.0455
"Aug 10, 07:00 am",73,275,588,213.693
"Aug 10, 08:00 am",102,495,730,456.839
"Aug 10, 09:00 am",125,697,810,689.574
"Aug 10, 10:00 am",140,852,850,869.979
"Aug 10, 11:00 am",149,950,870,975.978
"Aug 10, 12:00 pm",152,992,883,1023.18
"Aug 10, 01:00 pm",150,968,882,994.692
"Aug 10, 02:00 pm",142,875,862,894.703
"Aug 10, 03:00 pm",127,724,823,717.511
"Aug 10, 04:00 pm",105,527,753,490.824
"Aug 10, 05:00 pm",83,291,564,233.573
"Aug 10, 06:00 pm",55,86,196,48.0455
"Aug 10, 07:00 pm",6,6,6,5.51601
"Aug 10, 08:00 pm",0,0,0,0
"Aug 10, 09:00 pm",0,0,0,0
"Aug 10, 10:00 pm",0,0,0,0
"Aug 10, 11:00 pm",0,0,0,0
"Aug 11, 12:00 am",0,0,0,0
"Aug 11, 01:00 am",0,0,0,0
"Aug 11, 02:00 am",0,0,0,0
"Aug 11, 03:00 am",0,0,0,0
"Aug 11, 04:00 am",0,0,0,0
"Aug 11, 05:00 am",2,2,0,1.83867
"Aug 11, 06:00 am",46,66,153,36.6905
"Aug 11, 07:00 am",94,251,459,200.039
"Aug 11, 08:00 am",136,473,629,442.12
"Aug 11, 09:00 am",168,674,717,670.57
"Aug 11, 10:00 am",189,836,773,858.739
"Aug 11, 11:00 am",202,939,802,975.049
"Aug 11, 12:00 pm",206,974,809,1016.25
"Aug 11, 01:00 pm",202,946,804,982.809
"Aug 11, 02:00 pm",200,855,772,879.955
"Aug 11, 03:00 pm",177,687,705,685.459
"Aug 11, 04:00 pm",201,445,437,418.226
"Aug 11, 05:00 pm",147,251,285,211.082
"Aug 11, 06:00 pm",50,67,104,42.3734
"Aug 11, 07:00 pm",3,3,1,2.75801
"Aug 11, 08:00 pm",0,0,0,0
"Aug 11, 09:00 pm",0,0,0,0
"Aug 11, 10:00 pm",0,0,0,0
"Aug 11, 11:00 pm",0,0,0,0
"Aug 12, 12:00 am",0,0,0,0
"Aug 12, 01:00 am",0,0,0,0
"Aug 12, 02:00 am",0,0,0,0
"Aug 12, 03:00 am",0,0,0,0
"Aug 12, 04:00 am",0,0,0,0
"Aug 12, 05:00 am",0,0,3,0
"Aug 12, 06:00 am",40,73,246,30.8263
"Aug 12, 07:00 am",93,254,475,203.737
"Aug 12, 08:00 am",136,475,635,446.108
"Aug 12, 09:00 am",144,683,766,680.688
"Aug 12, 10:00 am",242,825,699,849.315
"Aug 12, 11:00 am",231,861,687,903.484
"Aug 12, 12:00 pm",205,976,813,1020.73
"Aug 12, 01:00 pm",183,912,790,952.437
"Aug 12, 02:00 pm",189,817,743,845.063
"Aug 12, 03:00 pm",195,700,701,700.594
"Aug 12, 04:00 pm",218,438,396,408.638
"Aug 12, 05:00 pm",171,202,88,175.158
"Aug 12, 06:00 pm",64,70,36,52.9809
"Aug 12, 07:00 pm",4,4,2,3.67734
"Aug 12, 08:00 pm",0,0,0,0
"Aug 12, 09:00 pm",0,0,0,0
"Aug 12, 10:00 pm",0,0,0,0
"Aug 12, 11:00 pm",0,0,0,0
"Aug 13, 12:00 am",0,0,0,0
"Aug 13, 01:00 am",0,0,0,0
"Aug 13, 02:00 am",0,0,0,0
"Aug 13, 03:00 am",0,0,0,0
"Aug 13, 04:00 am",0,0,0,0
"Aug 13, 05:00 am",1,1,0,0.919335
"Aug 13, 06:00 am",39,46,55,32.6688
"Aug 13, 07:00 am",110,241,385,197.444
"Aug 13, 08:00 am",155,435,525,408.44
"Aug 13, 09:00 am",199,602,574,604.535
"Aug 13, 10:00 am",207,831,749,859.405
"Aug 13, 11:00 am",220,932,777,979.427
"Aug 13, 12:00 pm",217,969,794,1014.88
"Aug 13, 01:00 pm",213,940,788,988.114
"Aug 13, 02:00 pm",201,842,759,871.762
"Aug 13, 03:00 pm",179,691,712,693.588
"Aug 13, 04:00 pm",147,495,630,469.313
"Aug 13, 05:00 pm",103,271,469,223.841
"Aug 13, 06:00 pm",52,77,169,44.7506
"Aug 13, 07:00 pm",5,5,1,4.59668
"Aug 13, 08:00 pm",0,0,0,0
"Aug 13, 09:00 pm",0,0,0,0
"Aug 13, 10:00 pm",0,0,0,0
"Aug 13, 11:00 pm",0,0,0,0
"Aug 14, 12:00 am",0,0,0,0
"Aug 14, 01:00 am",0,0,0,0
"Aug 14, 02:00 am",0,0,0,0
"Aug 14, 03:00 am",0,0,0,0
"Aug 14, 04:00 am",0,0,0,0
"Aug 14, 05:00 am",1,2,4,0.919335
"Aug 14, 06:00 am",63,76,99,48.7773
"Aug 14, 07:00 am",162,197,106,169.208
"Aug 14, 08:00 am",265,414,279,387.147
"Aug 14, 09:00 am",360,448,126,432.048
"Aug 14, 10:00 am",435,585,181,578.857
"Aug 14, 11:00 am",294,811,566,850.918
"Aug 14, 12:00 pm",226,993,812,1051.8
"Aug 14, 01:00 pm",86,910,896,949.755
"Aug 14, 02:00 pm",104,815,845,839.162
"Aug 14, 03:00 pm",99,618,727,623.511
"Aug 14, 04:00 pm",93,500,741,473.719
"Aug 14, 05:00 pm",59,280,622,227.683
"Aug 14, 06:00 pm",31,95,439,33.1358
"Aug 14, 07:00 pm",5,8,26,4.59668
"Aug 14, 08:00 pm",0,0,0,0
"Aug 14, 09:00 pm",0,0,0,0
"Aug 14, 10:00 pm",0,0,0,0
"Aug 14, 11:00 pm",0,0,0,0
"Aug 15, 12:00 am",0,0,0,0
"Aug 15, 01:00 am",0,0,0,0
"Aug 15, 02:00 am",0,0,0,0
"Aug 15, 03:00 am",0,0,0,0
"Aug 15, 04:00 am",0,0,0,0
"Aug 15, 05:00 am",1,1,0,0.919335
"Aug 15, 06:00 am",41,62,164,31.5504
"Aug 15, 07:00 am",87,251,492,206.947
"Aug 15, 08:00 am",125,474,658,450.205
"Aug 15, 09:00 am",155,676,746,683.48
"Aug 15, 10:00 am",174,840,803,871.5
"Aug 15, 11:00 am",186,942,829,991.657
"Aug 15, 12:00 pm",190,984,842,1039.35
"Aug 15, 01:00 pm",187,957,838,1005.91
"Aug 15, 02:00 pm",176,861,816,893.396
"Aug 15, 03:00 pm",157,707,771,714.81
"Aug 15, 04:00 pm",129,504,686,480.843
"Aug 15, 05:00 pm",91,277,528,231.059
"Aug 15, 06:00 pm",47,77,210,40.0322
"Aug 15, 07:00 pm",4,4,1,3.67734
"Aug 15, 08:00 pm",0,0,0,0
"Aug 15, 09:00 pm",0,0,0,0
"Aug 15, 10:00 pm",0,0,0,0
"Aug 15, 11:00 pm",0,0,0,0
"Aug 16, 12:00 am",0,0,0,0
"Aug 16, 01:00 am",0,0,0,0
"Aug 16, 02:00 am",0,0,0,0
"Aug 16, 03:00 am",0,0,0,0
"Aug 16, 04:00 am",0,0,0,0
"Aug 16, 05:00 am",1,1,0,0.919335
"Aug 16, 06:00 am",38,53,119,30.6319
"Aug 16, 07:00 am",99,225,378,187.827
"Aug 16, 08:00 am",165,453,545,430.711
"Aug 16, 09:00 am",215,653,628,660.813
"Aug 16, 10:00 am",302,859,673,888.723
"Aug 16, 11:00 am",304,862,613,909.07
"Aug 16, 12:00 pm",328,901,609,953.242
"Aug 16, 01:00 pm",349,843,539,885.31
"Aug 16, 02:00 pm",239,814,686,848.792
"Aug 16, 03:00 pm",201,667,655,676.092
"Aug 16, 04:00 pm",141,493,647,472.812
"Aug 16, 05:00 pm",94,263,483,219.198
"Aug 16, 06:00 pm",48,72,167,41.1116
"Aug 16, 07:00 pm",3,3,0,2.75801
"Aug 16, 08:00 pm",0,0,0,0
"Aug 16, 09:00 pm",0,0,0,0
"Aug 16, 10:00 pm",0,0,0,0
"Aug 16, 11:00 pm",0,0,0,0
"Aug 17, 12:00 am",0,0,0,0
"Aug 17, 01:00 am",0,0,0,0
"Aug 17, 02:00 am",0,0,0,0
"Aug 17, 03:00 am",0,0,0,0
"Aug 17, 04:00 am",0,0,0,0
"Aug 17, 05:00 am",1,2,4,0.919335
"Aug 17, 06:00 am",47,64,142,37.2461
"Aug 17, 07:00 am",140,218,234,186.783
"Aug 17, 08:00 am",209,540,628,513.255
"Aug 17, 09:00 am",288,418,187,407.346
"Aug 17, 10:00 am",305,706,486,733.655
"Aug 17, 11:00 am",244,925,748,982.113
