Manufacturer,Model Number,STC,PTC,Technology,A_c,N_s,BIPV,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,T_NOCT,gamma_pmp,alpha_sc,beta_oc,Width,Length,Bifacial,a_py,Il_py,Io_py,Rs_py,Rsh_py,Adj_py,solve_return_code,solve_pass,d_Isc,d_Imp,d_Vmp,d_Pmp,Error
La Solar LLC,SLR545BL,545.0,512.8,Mono-c-Si,2.58,72.0,N,13.92,49.6,13.04,41.81,43.3,-0.3418,0.004983359999999999,-0.12821600000000002,,,0,1.8257800920650342,13.935447330964054,2.16184708741197e-11,0.1572496941204198,141.70187432426658,9.041974184281681,4.0,first_pass,8.413448737188111e-13,-0.0033015534822506912,0.003195985675049643,-0.00011611952483582529,
La Solar LLC,LS550BF,550.0,518.0,Mono-c-Si,2.58,72.0,N,14.02,49.7,13.08,42.07,43.0,-0.3437,0.00510328,-0.12917030000000002,,,1,1.8428533939940492,14.036635898758657,2.6392082165551716e-11,0.13949784579611824,117.56261751301389,10.165148991308259,2.0,first_pass,-7.129500667122118e-13,0.0009838844870370608,-0.0009938692782722656,-1.0962643800339307e-05,
La Solar LLC,LS550BL,550.0,517.6,Mono-c-Si,2.58,72.0,N,14.02,49.7,13.08,42.07,43.3,-0.3418,0.005019159999999999,-0.12847450000000002,,,0,1.8370831631676943,14.036835366388262,2.4245237977568323e-11,0.14049459872839792,116.9997869192311,10.016140651356366,4.0,first_pass,3.1067239445145607e-13,0.0009838526445664366,-0.0009938692782722656,-1.0994454623768698e-05,
La Solar LLC,SLR550BF,550.0,518.0,Mono-c-Si,2.58,72.0,N,14.02,49.7,13.08,42.07,43.0,-0.3437,0.00510328,-0.12917030000000002,,,1,1.8428533939940492,14.036635898758657,2.6392082165551716e-11,0.13949784579611824,117.56261751301389,10.165148991308259,2.0,first_pass,-7.129500667122118e-13,0.0009838844870370608,-0.0009938692782722656,-1.0962643800339307e-05,
La Solar LLC,SLR550BL,550.0,517.6,Mono-c-Si,2.58,72.0,N,14.02,49.7,13.08,42.07,43.3,-0.3418,0.005019159999999999,-0.12847450000000002,,,0,1.8370831631676943,14.036835366388262,2.4245237977568323e-11,0.14049459872839792,116.9997869192311,10.016140651356366,4.0,first_pass,3.1067239445145607e-13,0.0009838526445664366,-0.0009938692782722656,-1.0994454623768698e-05,
Leapton Energy Co Ltd,LP182*182-M-54-MH-390W,390.0,361.3,Mono-c-Si,1.94,54.0,N,13.5,36.54,12.82,30.42,44.82,-0.3851,0.005184,-0.09869454,,,0,1.3662464775232095,13.504550278707663,3.2559322324720953e-11,0.14812719611134656,439.4713650542237,8.008261067077404,4.0,first_pass,0.0,0.0003561710878472911,-0.00035741233469690044,-1.368546789667424e-06,
Leapton Energy Co Ltd,LP182*182-M-54-MH-395W,395.0,366.1,Mono-c-Si,1.94,54.0,N,13.55,36.74,12.88,30.62,44.82,-0.3851,0.0052032,-0.09923474,,,0,1.3730622492533522,13.553705774384762,3.229353761696259e-11,0.14558896956264233,532.3396375174889,7.900669196055631,4.0,first_pass,0.0,0.0014305651681138138,-0.0014509970673201027,-2.2507645069696914e-05,
Leapton Energy Co Ltd,LP182*182-M-54-MH-400W,400.0,370.9,Mono-c-Si,1.94,54.0,N,13.6,36.94,12.94,30.92,44.82,-0.3851,0.0052224,-0.09977494,,,0,1.4192541755487644,13.601919007838447,6.738861123266336e-11,0.12788798493978484,906.3413556642541,14.454901108069507,4.0,first_pass,-4.6746789445919873e-11,-0.0023121758562218604,0.002261736284153765,-5.5669104097467725e-05,
Leapton Energy Co Ltd,LP182*182-M-54-MH-405W,405.0,375.6,Mono-c-Si,1.94,54.0,N,13.65,37.14,13.0,31.12,44.82,-0.3851,0.0052416,-0.10031514000000001,,,0,1.4270363524333418,13.651209850942823,6.782675090884398e-11,0.12530338389498566,1413.7207843537603,14.476720098330269,4.0,first_pass,6.040914614282757e-13,-0.0012264848772807714,0.0012120218767792154,-1.594952700436657e-05,
Leapton Energy Co Ltd,LP182*182-M-54-MH-410W,410.0,380.4,Mono-c-Si,1.94,54.0,N,13.7,37.34,13.06,31.32,44.82,-0.3851,0.005260799999999999,-0.10085534000000002,,,0,1.4348156068577091,13.700531885747974,6.826132711687759e-11,0.1227438893715777,3161.5663613464767,14.497814531636466,4.0,first_pass,7.470034323469141e-12,-0.00017601740215946964,0.00017571378367498073,-3.345471682050917e-07,
Leapton Energy Co Ltd,LP182*182-M-54-MH-415W,415.0,385.2,Mono-c-Si,1.94,54.0,N,13.75,37.54,13.12,31.62,44.82,-0.3851,0.00528,-0.10139554,,,0,1.4449356505198212,13.750070874297169,7.163208373920687e-11,0.11143140346582181,21618.21921222765,14.906588651367528,4.0,first_pass,-2.9025153997446813e-11,0.0038512840787209538,-0.004007318450220648,-0.00017146769324546734,
Leapton Energy Co Ltd,LP182*182-M-54-MH-420W,420.0,390.0,Mono-c-Si,1.94,54.0,N,13.8,37.74,13.24,31.72,44.82,-0.3851,0.0052992,-0.10193574000000001,,,0,1.3944820172172545,13.800003255465867,2.4333944165094933e-11,0.1269803922527127,538283.1239984465,5.284889343402872,4.0,first_pass,0.0,-0.002097692507666214,-0.0018576978088474378,-0.003951493437738522,
Leapton Energy Co Ltd,LP182*182-M-54-MH-425W,425.0,394.8,Mono-c-Si,1.94,54.0,N,13.85,37.94,13.31,31.92,44.82,-0.3851,0.0053184,-0.10247593999999999,,,0,1.4640139306604918,13.850001321603541,7.703422104870564e-11,0.09541443897328288,999999.8894590725,15.51340107996091,4.0,first_pass,3.4244568672914576e-14,-0.00461193644929945,0.005121865065347809,0.0004863068998651308,
Leapton Energy Co Ltd,LP182*182-M-72-MH-535W,535.0,502.0,Mono-c-Si,2.56,72.0,N,13.81,49.2,13.05,41.0,45.27,-0.32,0.00723644,-0.12423000000000001,,,0,1.776757264519378,13.82113546397285,1.283346297775168e-11,0.202607566567602,251.27022188114228,6.818454271433291,4.0,first_pass,-9.908238040478008e-13,0.0013244408179927697,-0.0013422818791946989,-1.9618834112005046e-05,
Leapton Energy Co Ltd,LP182*182-M-72-MH-540W,540.0,506.8,Mono-c-Si,2.56,72.0,N,13.87,49.4,13.11,41.2,45.27,-0.32,0.00726788,-0.124735,,,0,1.7844809338624503,13.88083669299501,1.299267389623268e-11,0.19965627614489845,255.54221766672396,6.887385922348205,4.0,first_pass,-6.661017968075489e-13,0.0021045667000297212,-0.0021502573792924282,-5.0216039339739855e-05,
Leapton Energy Co Ltd,LP182*182-M-72-MH-545W,545.0,511.7,Mono-c-Si,2.56,72.0,N,13.93,49.6,13.17,41.4,45.27,-0.32,0.007299320000000001,-0.12524000000000002,,,0,1.7922039638823077,13.940543499759668,1.3152579407128386e-11,0.19673235360041536,259.92144655650975,6.955676253068071,4.0,first_pass,3.1164669632521695e-12,0.0028645772309995473,-0.0029504263528189936,-9.430084597150376e-05,
Leapton Energy Co Ltd,LP182*182-M-72-MH-550W,550.0,516.5,Mono-c-Si,2.56,72.0,N,13.99,49.8,13.23,41.6,45.27,-0.32,0.00733076,-0.125745,,,0,1.7999263623029316,14.00025580247388,1.3313174000591843e-11,0.19383541989266437,264.4120296012637,7.023333329595485,4.0,first_pass,2.8768346612073964e-12,0.0036050258046736484,-0.0037429013939081447,-0.00015136884534399414,
Leapton Energy Co Ltd,LP182*182-M-72-MH-555W,555.0,521.3,Mono-c-Si,2.56,72.0,N,14.05,50.0,13.29,41.8,45.27,-0.32,0.007362200000000001,-0.12625,,,0,1.8076481279114551,14.059973516109395,1.3474450501237887e-11,0.1909651040256446,269.0184195091684,7.090364578535593,4.0,first_pass,-4.844270496800021e-11,-0.0036263975021911562,0.0035002087280434644,-0.00013888192233632728,
Leapton Energy Co Ltd,LP182*182-M-72-MH-560W,560.0,526.1,Mono-c-Si,2.56,72.0,N,14.11,50.2,13.33,42.0,45.27,-0.32,0.007393640000000001,-0.126755,,,0,1.8166503182647142,14.121054573525075,1.388052059392256e-11,0.18800238529621435,239.9652651829406,7.318646496073761,4.0,first_pass,-3.3991236473286157e-14,-0.002792238119702807,0.002716522850751143,-8.33004476086448e-05,
Leapton Energy Co Ltd,LP182*182-M-72-MH-565W,565.0,530.9,Mono-c-Si,2.56,72.0,N,14.17,50.4,13.39,42.2,45.27,-0.32,0.00742508,-0.12726,,,0,1.8243712463513395,14.180761389787024,1.404502244698031e-11,0.18518030214637812,243.83513195045842,7.383872285469481,4.0,first_pass,1.8132127964068612e-12,-0.0019788174499061045,0.001940265275612915,-4.2391605078154425e-05,
Leapton Energy Co Ltd,LP182*182-M-72-MH-570W,570.0,535.8,Mono-c-Si,2.56,72.0,N,14.23,50.6,13.44,42.4,45.27,-0.32,0.007456520000000001,-0.127765,,,0,1.8327351224732626,14.241130580125764,1.4336170857796651e-11,0.18231962814077743,233.08832916748935,7.5291841043515975,4.0,first_pass,1.6008432964489677e-12,-0.001185341536542806,0.0011713308851463052,-1.5399078547796098e-05,
LENERGY POWER INC,LP-390-108M-B,390.0,364.4,Mono-c-Si,1.94,54.0,N,13.55,36.7,12.73,30.6,43.5,-0.368,0.0055555000000000005,-0.10055800000000002,,,0,1.361603539327135,13.564786540904116,2.6170624306297123e-11,0.14658687425202563,134.3283848871843,4.582796908503118,4.0,first_pass,0.0,0.0018519377345349159,-0.0018862130982146652,-3.7768512891602685e-05,
LENERGY POWER INC,LP-390-108M-W,390.0,364.4,Mono-c-Si,1.94,54.0,N,13.55,36.7,12.73,30.6,43.5,-0.368,0.0055555000000000005,-0.10055800000000002,,,0,1.361603539327135,13.564786540904116,2.6170624306297123e-11,0.14658687425202563,134.3283848871843,4.582796908503118,4.0,first_pass,0.0,0.0018519377345349159,-0.0018862130982146652,-3.7768512891602685e-05,
LENERGY POWER INC,LP-395-108M-B,395.0,369.2,Mono-c-Si,1.94,54.0,N,13.62,36.9,12.79,30.9,43.5,-0.368,0.0055842,-0.101106,,,0,1.3655196704183559,13.634530584504319,2.4519241976571904e-11,0.13580875715278443,127.29806435833122,3.9936891881586893,4.0,first_pass,0.0,-0.0018577654579009133,0.001824460806672353,-3.6694071494529445e-05,
LENERGY POWER INC,LP-395-108M-W,395.0,369.2,Mono-c-Si,1.94,54.0,N,13.62,36.9,12.79,30.9,43.5,-0.368,0.0055842,-0.101106,,,0,1.3655196704183559,13.634530584504319,2.4519241976571904e-11,0.13580875715278443,127.29806435833122,3.9936891881586893,4.0,first_pass,0.0,-0.0018577654579009133,0.001824460806672353,-3.6694071494529445e-05,
LENERGY POWER INC,LP-400-108M-B,400.0,374.0,Mono-c-Si,1.94,54.0,N,13.7,37.1,12.86,31.1,43.5,-0.368,0.005617,-0.10165400000000001,,,0,1.4134784547353774,13.713034196504074,5.359303465681408e-11,0.1259760051967862,132.411088426298,10.72002128733314,4.0,first_pass,4.723681624278988e-10,-0.0007828000265787336,0.0007768834027493043,-6.524768177844008e-06,
LENERGY POWER INC,LP-400-108M-W,400.0,374.0,Mono-c-Si,1.94,54.0,N,13.7,37.1,12.86,31.1,43.5,-0.368,0.005617,-0.10165400000000001,,,0,1.4134784547353774,13.713034196504074,5.359303465681408e-11,0.1259760051967862,132.411088426298,10.72002128733314,4.0,first_pass,4.723681624278988e-10,-0.0007828000265787336,0.0007768834027493043,-6.524768177844008e-06,
LENERGY POWER INC,LP-405-108M-B,405.0,378.8,Mono-c-Si,1.94,54.0,N,13.77,37.4,12.94,31.3,43.5,-0.368,0.0056457,-0.10247600000000001,,,0,1.422897736134163,13.782611771905572,5.198165210597448e-11,0.13104595069456157,143.08082746236533,10.396720652463058,4.0,first_pass,-2.3736358638318525e-14,-0.0024806175586928997,0.002422968887364042,-6.365913049501916e-05,
LENERGY POWER INC,LP-405-108M-W,405.0,378.8,Mono-c-Si,1.94,54.0,N,13.77,37.4,12.94,31.3,43.5,-0.368,0.0056457,-0.10247600000000001,,,0,1.422897736134163,13.782611771905572,5.198165210597448e-11,0.13104595069456157,143.08082746236533,10.396720652463058,4.0,first_pass,-2.3736358638318525e-14,-0.0024806175586928997,0.002422968887364042,-6.365913049501916e-05,
LENERGY POWER INC,LP-410-108M-B,410.0,383.6,Mono-c-Si,1.94,54.0,N,13.85,37.6,13.02,31.5,43.5,-0.368,0.0056785,-0.103024,,,0,1.4310116274533151,13.86216753677909,5.278849707914693e-11,0.12813037132865734,145.84756933862639,10.481115987981289,4.0,first_pass,1.1168603146207497e-12,-0.0014036811236522657,0.0013848940023436737,-2.0731070877943192e-05,
LENERGY POWER INC,LP-410-108M-W,410.0,383.6,Mono-c-Si,1.94,54.0,N,13.85,37.6,13.02,31.5,43.5,-0.368,0.0056785,-0.103024,,,0,1.4310116274533151,13.86216753677909,5.278849707914693e-11,0.12813037132865734,145.84756933862639,10.481115987981289,4.0,first_pass,1.1168603146207497e-12,-0.0014036811236522657,0.0013848940023436737,-2.0731070877943192e-05,
LENERGY POWER INC,LP-420-108M-B,420.0,393.2,Mono-c-Si,1.94,54.0,N,13.92,37.8,13.1,32.0,43.5,-0.368,0.0057072,-0.10357200000000001,,,0,1.4456618235209875,13.929190880856607,6.031342154260732e-11,0.09902825153925882,149.982822550165,11.628887435797424,4.0,first_pass,4.675336746104143e-10,0.0010786720686942898,-0.0010906040268456874,-1.310836225316217e-05,
LENERGY POWER INC,LP-420-108M-W,420.0,393.2,Mono-c-Si,1.94,54.0,N,13.92,37.8,13.1,32.0,43.5,-0.368,0.0057072,-0.10357200000000001,,,0,1.4456618235209875,13.929190880856607,6.031342154260732e-11,0.09902825153925882,149.982822550165,11.628887435797424,4.0,first_pass,4.675336746104143e-10,0.0010786720686942898,-0.0010906040268456874,-1.310836225316217e-05,
LENERGY POWER INC,LP-440-120M-B,440.0,411.3,Mono-c-Si,2.15,60.0,N,13.54,41.2,12.74,34.5,43.5,-0.368,0.0055514,-0.11288800000000002,,,0,1.566941346845056,13.55129469131013,5.0734903331238417e-11,0.14515198085687028,174.00722719641217,10.325153637140298,4.0,first_pass,3.138064238135181e-11,-0.0018816116380292365,0.001848069253963766,-3.70197326817181e-05,
LENERGY POWER INC,LP-440-120M-W,440.0,411.3,Mono-c-Si,2.15,60.0,N,13.54,41.2,12.74,34.5,43.5,-0.368,0.0055514,-0.11288800000000002,,,0,1.566941346845056,13.55129469131013,5.0734903331238417e-11,0.14515198085687028,174.00722719641217,10.325153637140298,4.0,first_pass,3.138064238135181e-11,-0.0018816116380292365,0.001848069253963766,-3.70197326817181e-05,
LENERGY POWER INC,LP-445-120M-B,445.0,416.1,Mono-c-Si,2.15,60.0,N,13.6,41.4,12.8,34.8,43.5,-0.368,0.005576,-0.11343600000000001,,,0,1.5774511208634077,13.610394831057391,5.3484426630994324e-11,0.13330744216293816,174.41180366803044,10.75664938478268,4.0,first_pass,6.791952621236252e-15,0.0019295531931069754,-0.001967137236750583,-4.137973958006042e-05,
LENERGY POWER INC,LP-445-120M-W,445.0,416.1,Mono-c-Si,2.15,60.0,N,13.6,41.4,12.8,34.8,43.5,-0.368,0.005576,-0.11343600000000001,,,0,1.5774511208634077,13.610394831057391,5.3484426630994324e-11,0.13330744216293816,174.41180366803044,10.75664938478268,4.0,first_pass,6.791952621236252e-15,0.0019295531931069754,-0.001967137236750583,-4.137973958006042e-05,
LENERGY POWER INC,LP-450-120M-B,450.0,420.9,Mono-c-Si,2.15,60.0,N,13.66,41.6,12.86,35.0,43.5,-0.368,0.0056006,-0.11398400000000002,,,0,1.5856026499361375,13.670066900401471,5.420747725207341e-11,0.13053853322554188,177.13062754084598,10.83645297084611,4.0,first_pass,6.942876402311814e-13,0.0027961643538115546,-0.0028763183125598904,-8.819661748408195e-05,
LENERGY POWER INC,LP-450-120M-W,450.0,420.9,Mono-c-Si,2.15,60.0,N,13.66,41.6,12.86,35.0,43.5,-0.368,0.0056006,-0.11398400000000002,,,0,1.5856026499361375,13.670066900401471,5.420747725207341e-11,0.13053853322554188,177.13062754084598,10.83645297084611,4.0,first_pass,6.942876402311814e-13,0.0027961643538115546,-0.0028763183125598904,-8.819661748408195e-05,
LENERGY POWER INC,LP-455-120M-B,455.0,425.7,Mono-c-Si,2.15,60.0,N,13.72,41.8,12.91,35.2,43.5,-0.368,0.005625200000000001,-0.11453200000000001,,,0,1.5943760140040613,13.730276814146828,5.5448403704650506e-11,0.1276995531133126,170.4845360515125,11.002348522084858,4.0,first_pass,1.8287930289014968e-12,0.003637583605719715,-0.0037751677852350014,-0.00015131666795969079,
LENERGY POWER INC,LP-455-120M-W,455.0,425.7,Mono-c-Si,2.15,60.0,N,13.72,41.8,12.91,35.2,43.5,-0.368,0.005625200000000001,-0.11453200000000001,,,0,1.5943760140040613,13.730276814146828,5.5448403704650506e-11,0.1276995531133126,170.4845360515125,11.002348522084858,4.0,first_pass,1.8287930289014968e-12,0.003637583605719715,-0.0037751677852350014,-0.00015131666795969079,
LENERGY POWER INC,LP-460-120M-B,460.0,430.6,Mono-c-Si,2.15,60.0,N,13.78,42.0,12.97,35.5,43.5,-0.368,0.005649800000000001,-0.11508,,,0,1.6048760329727856,13.789356658736624,5.836397131312673e-11,0.11610083383142648,170.98726597041613,11.42308545647927,4.0,first_pass,-4.778374116319919e-12,-0.00047485905558572125,0.00047263446450514636,-2.4490258359684593e-06,
LENERGY POWER INC,LP-460-120M-W,460.0,430.6,Mono-c-Si,2.15,60.0,N,13.78,42.0,12.97,35.5,43.5,-0.368,0.005649800000000001,-0.11508,,,0,1.6048760329727856,13.789356658736624,5.836397131312673e-11,0.11610083383142648,170.98726597041613,11.42308545647927,4.0,first_pass,-4.778374116319919e-12,-0.00047485905558572125,0.00047263446450514636,-2.4490258359684593e-06,
LENERGY POWER INC,LP-505-144M-B,505.0,471.6,Mono-c-Si,2.57,72.0,N,12.27,48.4,12.46,40.5,43.5,-0.368,0.0050307,-0.132616,,,0,1.8778906819612968,12.270000887953415,7.859394731307207e-11,0.0009999942739727754,13818.213034405933,15.130769611191406,2.0,first_pass,-4.357647992334763e-14,-0.059520812071684207,0.05069185516612801,-0.011846177290464355,
LENERGY POWER INC,LP-505-144M-W,505.0,471.6,Mono-c-Si,2.57,72.0,N,12.27,48.4,12.46,40.5,43.5,-0.368,0.0050307,-0.132616,,,0,1.8778906819612968,12.270000887953415,7.859394731307207e-11,0.0009999942739727754,13818.213034405933,15.130769611191406,2.0,first_pass,-4.357647992334763e-14,-0.059520812071684207,0.05069185516612801,-0.011846177290464355,
LENERGY POWER INC,LP-510-144M-B,510.0,476.4,Mono-c-Si,2.57,72.0,N,13.33,48.6,12.52,40.7,43.5,-0.368,0.0054653,-0.13316400000000003,,,0,1.8501228107524041,13.342467024410535,5.109070725084125e-11,0.17338266957811577,185.3843333538123,10.534638086846627,4.0,first_pass,8.715209099533111e-14,-0.0017949161255980057,0.0017644245832165932,-3.365853651825506e-05,
LENERGY POWER INC,LP-510-144M-W,510.0,476.4,Mono-c-Si,2.57,72.0,N,13.33,48.6,12.52,40.7,43.5,-0.368,0.0054653,-0.13316400000000003,,,0,1.8501228107524041,13.342467024410535,5.109070725084125e-11,0.17338266957811577,185.3843333538123,10.534638086846627,4.0,first_pass,8.715209099533111e-14,-0.0017949161255980057,0.0017644245832165932,-3.365853651825506e-05,
LENERGY POWER INC,LP-515-144M-B,515.0,481.2,Mono-c-Si,2.57,72.0,N,13.39,48.8,12.58,40.9,43.5,-0.368,0.005489900000000001,-0.133712,,,0,1.7958120441294736,13.404028955488911,2.0717714486619574e-11,0.18140563102757953,173.1434255148437,2.725009435850728,4.0,first_pass,0.0,-0.0009772194906622564,0.0009681495216684464,-1.0016063576240315e-05,
LENERGY POWER INC,LP-515-144M-W,515.0,481.2,Mono-c-Si,2.57,72.0,N,13.39,48.8,12.58,40.9,43.5,-0.368,0.005489900000000001,-0.133712,,,0,1.7958120441294736,13.404028955488911,2.0717714486619574e-11,0.18140563102757953,173.1434255148437,2.725009435850728,4.0,first_pass,0.0,-0.0009772194906622564,0.0009681495216684464,-1.0016063576240315e-05,
LENERGY POWER INC,LP-520-144M-B,520.0,486.0,Mono-c-Si,2.57,72.0,N,13.45,49.0,12.64,41.1,43.5,-0.368,0.0055145,-0.13426000000000002,,,0,1.8663455897725316,13.46179700192599,5.2305638867259155e-11,0.16739114396924643,190.84602383162024,10.662438584790392,4.0,first_pass,3.70855762456201e-13,-0.0001799389233624172,0.00017962409575597737,-3.4714897286726937e-07,
LENERGY POWER INC,LP-520-144M-W,520.0,486.0,Mono-c-Si,2.57,72.0,N,13.45,49.0,12.64,41.1,43.5,-0.368,0.0055145,-0.13426000000000002,,,0,1.8663455897725316,13.46179700192599,5.2305638867259155e-11,0.16739114396924643,190.84602383162024,10.662438584790392,4.0,first_pass,3.70855762456201e-13,-0.0001799389233624172,0.00017962409575597737,-3.4714897286726937e-07,
LENERGY POWER INC,LP-525-144M-B,525.0,490.8,Mono-c-Si,2.57,72.0,N,13.51,49.2,12.68,41.4,43.5,-0.368,0.0055391,-0.134808,,,0,1.8783147578914288,13.522024318522416,5.5731832413721494e-11,0.15512841902122082,174.295529738621,11.19735456017256,4.0,first_pass,2.4191850102239235e-12,0.0029275938653989452,-0.0030152708880458825,-9.650451120133384e-05,
LENERGY POWER INC,LP-525-144M-W,525.0,490.8,Mono-c-Si,2.57,72.0,N,13.51,49.2,12.68,41.4,43.5,-0.368,0.0055391,-0.134808,,,0,1.8783147578914288,13.522024318522416,5.5731832413721494e-11,0.15512841902122082,174.295529738621,11.19735456017256,4.0,first_pass,2.4191850102239235e-12,0.0029275938653989452,-0.0030152708880458825,-9.650451120133384e-05,
LENERGY POWER INC,LP-530-144M-B,530.0,495.6,Mono-c-Si,2.57,72.0,N,13.57,49.4,12.74,41.6,43.5,-0.368,0.005563700000000001,-0.135356,,,0,1.8864227652601842,13.581691558925481,5.636307901052206e-11,0.15224458705703606,176.7051840238796,11.257651727246772,4.0,first_pass,2.19694891935552e-12,0.0036380120192369045,-0.0037751677852349863,-0.00015088987177550302,
LENERGY POWER INC,LP-530-144M-W,530.0,495.6,Mono-c-Si,2.57,72.0,N,13.57,49.4,12.74,41.6,43.5,-0.368,0.005563700000000001,-0.135356,,,0,1.8864227652601842,13.581691558925481,5.636307901052206e-11,0.15224458705703606,176.7051840238796,11.257651727246772,4.0,first_pass,2.19694891935552e-12,0.0036380120192369045,-0.0037751677852349863,-0.00015088987177550302,
LENERGY POWER INC,LP-535-144M-B,535.0,500.4,Mono-c-Si,2.57,72.0,N,13.63,49.6,12.8,41.8,43.5,-0.368,0.0055883,-0.13590400000000002,,,0,1.8945302364142642,13.641365100356614,5.6996604992526095e-11,0.1493882271443208,179.15913602325233,11.317394946899189,4.0,first_pass,2.0583844403145674e-12,-0.003554980682036607,0.003435984714684945,-0.00013121082663613106,
LENERGY POWER INC,LP-535-144M-W,535.0,500.4,Mono-c-Si,2.57,72.0,N,13.63,49.6,12.8,41.8,43.5,-0.368,0.0055883,-0.13590400000000002,,,0,1.8945302364142642,13.641365100356614,5.6996604992526095e-11,0.1493882271443208,179.15913602325233,11.317394946899189,4.0,first_pass,2.0583844403145674e-12,-0.003554980682036607,0.003435984714684945,-0.00013121082663613106,
LENERGY POWER INC,LP-540-144M-B,540.0,505.2,Mono-c-Si,2.57,72.0,N,13.7,49.8,12.86,42.0,43.5,-0.368,0.005617,-0.13645200000000002,,,0,1.9033440127135945,13.711529013396602,5.8187692663182124e-11,0.1463361368437131,173.89216481694532,11.45946391909454,4.0,first_pass,1.7143788416459936e-12,-0.002756989898675463,0.00268456375838915,-7.982745545050078e-05,
